content,translation
夫 仁 ， 天 之 尊 爵 也 ， 人 之 安 宅 也 。,仁 ， 是 上 天 尊 贵 的 爵 位 ， 人 间 最 安 逸 的 住 宅 。
天 之 尊 爵 也 ，,是 上 天 尊 贵 的 爵 位 ，
天 之 尊 爵 也 ， 人 之 安 宅 也 。,是 上 天 尊 贵 的 爵 位 ， 人 间 最 安 逸 的 住 宅 。
人 之 安 宅 也 。,人 间 最 安 逸 的 住 宅 。
莫 之 御 而 不 仁 ，,没 有 人 阻 挡 却 不 选 择 仁 ，
莫 之 御 而 不 仁 ， 是 不 智 也 。,没 有 人 阻 挡 却 不 选 择 仁 ， 是 不 明 智 。
是 不 智 也 。,是 不 明 智 。
不 仁 、,不 仁 不 智 ，
不 仁 、 无 义 ，,不 仁 不 智 ， 无 礼 无 义 的 人 ，
不 仁 、 无 义 ， 人 役 也 。,不 仁 不 智 ， 无 礼 无 义 的 人 ， 只 配 被 别 人 驱 使 。
无 义 ，,无 礼 无 义 的 人 ，
无 义 ， 人 役 也 。,无 礼 无 义 的 人 ， 只 配 被 别 人 驱 使 。
人 役 也 。,只 配 被 别 人 驱 使 。
人 役 而 耻 为 役 ，,被 别 人 驱 使 而 引 以 为 耻 ，
人 役 而 耻 为 役 ， 由 弓 人 而 耻 为 弓 ，,被 别 人 驱 使 而 引 以 为 耻 ， 就 像 做 了 造 弓 的 人 却 又 以 造 弓 为 耻 ，
人 役 而 耻 为 役 ， 由 弓 人 而 耻 为 弓 ， 矢 人 而 耻 为 矢 也 。,被 别 人 驱 使 而 引 以 为 耻 ， 就 像 做 了 造 弓 的 人 却 又 以 造 弓 为 耻 ， 做 了 造 箭 的 人 却 又 以 造 箭 为 耻 一 样 。
由 弓 人 而 耻 为 弓 ，,就 像 做 了 造 弓 的 人 却 又 以 造 弓 为 耻 ，
由 弓 人 而 耻 为 弓 ， 矢 人 而 耻 为 矢 也 。,就 像 做 了 造 弓 的 人 却 又 以 造 弓 为 耻 ， 做 了 造 箭 的 人 却 又 以 造 箭 为 耻 一 样 。
矢 人 而 耻 为 矢 也 。,做 了 造 箭 的 人 却 又 以 造 箭 为 耻 一 样 。
如 耻 之 ，,如 果 真 正 引 以 为 耻 ，
如 耻 之 ， 莫 如 为 仁 。,如 果 真 正 引 以 为 耻 ， 那 就 不 如 好 好 行 仁 。
莫 如 为 仁 。,那 就 不 如 好 好 行 仁 。
仁 者 如 射 ，,有 仁 德 的 人 就 像 射 手 ：
仁 者 如 射 ， 射 者 正 己 而 后 发 。,有 仁 德 的 人 就 像 射 手 ： 射 手 先 端 正 自 己 的 姿 势 然 后 才 放 箭 ；
射 者 正 己 而 后 发 。,射 手 先 端 正 自 己 的 姿 势 然 后 才 放 箭 ；
发 而 不 中 ，,如 果 没 有 射 中 ，
发 而 不 中 ， 不 怨 胜 己 者 ，,如 果 没 有 射 中 ， 不 怪 比 自 己 射 得 好 的 人 ，
发 而 不 中 ， 不 怨 胜 己 者 ， 反 求 诸 己 而 已 矣 。,如 果 没 有 射 中 ， 不 怪 比 自 己 射 得 好 的 人 ， 而 是 反 过 来 找 自 己 的 原 因 。
不 怨 胜 己 者 ，,不 怪 比 自 己 射 得 好 的 人 ，
不 怨 胜 己 者 ， 反 求 诸 己 而 已 矣 。,不 怪 比 自 己 射 得 好 的 人 ， 而 是 反 过 来 找 自 己 的 原 因 。
反 求 诸 己 而 已 矣 。,而 是 反 过 来 找 自 己 的 原 因 。
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 子 路 ，,孟 子 说 ： 子 路 ，
孟 子 曰 ： 子 路 ， 人 告 之 以 有 过 则 喜 。,孟 子 说 ： 子 路 ， 别 人 指 出 他 的 过 错 ， 他 就 很 高 兴 。
子 路 ，,子 路 ，
子 路 ， 人 告 之 以 有 过 则 喜 。,子 路 ， 别 人 指 出 他 的 过 错 ， 他 就 很 高 兴 。
人 告 之 以 有 过 则 喜 。,别 人 指 出 他 的 过 错 ， 他 就 很 高 兴 。
大 舜 有 大 焉 ，,伟 大 的 舜 帝 又 更 为 了 不 得 ：
大 舜 有 大 焉 ， 善 与 人 同 。,伟 大 的 舜 帝 又 更 为 了 不 得 ： 总 是 与 别 人 共 同 做 善 事 。
善 与 人 同 。,总 是 与 别 人 共 同 做 善 事 。
乐 取 于 人 以 为 善 。,非 常 快 乐 地 吸 取 别 人 的 长 处 来 行 善 。
自 耕 稼 、,从 他 种 地 、
自 耕 稼 、 陶 、,从 他 种 地 、 做 陶 器 、
自 耕 稼 、 陶 、 渔 以 至 为 帝 ，,从 他 种 地 、 做 陶 器 、 捕 鱼 一 直 到 做 帝 王 ，
陶 、,做 陶 器 、
陶 、 渔 以 至 为 帝 ，,做 陶 器 、 捕 鱼 一 直 到 做 帝 王 ，
陶 、 渔 以 至 为 帝 ， 无 非 取 于 人 者 。,做 陶 器 、 捕 鱼 一 直 到 做 帝 王 ， 没 有 哪 个 时 候 他 不 向 别 人 学 习 。
渔 以 至 为 帝 ，,捕 鱼 一 直 到 做 帝 王 ，
渔 以 至 为 帝 ， 无 非 取 于 人 者 。,捕 鱼 一 直 到 做 帝 王 ， 没 有 哪 个 时 候 他 不 向 别 人 学 习 。
无 非 取 于 人 者 。,没 有 哪 个 时 候 他 不 向 别 人 学 习 。
取 诸 人 以 为 善 ，,吸 取 别 人 的 优 点 来 行 善 ，
取 诸 人 以 为 善 ， 是 与 人 为 善 者 也 。,吸 取 别 人 的 优 点 来 行 善 ， 也 就 是 与 别 人 一 起 来 行 善 。
是 与 人 为 善 者 也 。,也 就 是 与 别 人 一 起 来 行 善 。
故 君 子 莫 大 乎 与 人 为 善 。,最 重 要 的 就 是 要 与 别 人 一 起 来 行 善 。
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 伯 夷 ，,孟 子 说 ： 伯 夷 这 个 人 ，
孟 子 曰 ： 伯 夷 ， 非 其 君 不 事 ，,孟 子 说 ： 伯 夷 这 个 人 ， 不 是 他 所 理 想 的 君 主 不 侍 奉 ，
伯 夷 ，,伯 夷 这 个 人 ，
伯 夷 ， 非 其 君 不 事 ，,伯 夷 这 个 人 ， 不 是 他 所 理 想 的 君 主 不 侍 奉 ，
伯 夷 ， 非 其 君 不 事 ， 非 其 友 不 友 。,伯 夷 这 个 人 ， 不 是 他 所 理 想 的 君 主 不 侍 奉 ， 不 够 格 的 朋 友 不 交 往 ，
非 其 君 不 事 ，,不 是 他 所 理 想 的 君 主 不 侍 奉 ，
非 其 君 不 事 ， 非 其 友 不 友 。,不 是 他 所 理 想 的 君 主 不 侍 奉 ， 不 够 格 的 朋 友 不 交 往 ，
非 其 友 不 友 。,不 够 格 的 朋 友 不 交 往 ，
不 立 于 恶 人 之 朝 ，,不 在 凶 恶 的 人 的 朝 廷 里 做 官 ，
不 立 于 恶 人 之 朝 ， 不 与 恶 人 言 。,不 在 凶 恶 的 人 的 朝 廷 里 做 官 ， 不 与 凶 恶 的 人 谈 话 ；
不 与 恶 人 言 。,不 与 凶 恶 的 人 谈 话 ；
立 于 恶 人 之 朝 ，,如 果 在 恶 人 的 朝 廷 里 做 官 ，
立 于 恶 人 之 朝 ， 与 恶 人 言 ，,如 果 在 恶 人 的 朝 廷 里 做 官 ， 和 恶 人 交 谈 ，
立 于 恶 人 之 朝 ， 与 恶 人 言 ， 推 恶 恶 之 心 ，,如 果 在 恶 人 的 朝 廷 里 做 官 ， 和 恶 人 交 谈 ， 推 想 他 厌 恶 恶 人 的 心 理 ，
与 恶 人 言 ，,和 恶 人 交 谈 ，
与 恶 人 言 ， 推 恶 恶 之 心 ，,和 恶 人 交 谈 ， 推 想 他 厌 恶 恶 人 的 心 理 ，
与 恶 人 言 ， 推 恶 恶 之 心 ， 思 与 乡 人 立 ，,和 恶 人 交 谈 ， 推 想 他 厌 恶 恶 人 的 心 理 ， 想 象 他 与 乡 下 人 站 在 一 起 ，
推 恶 恶 之 心 ，,推 想 他 厌 恶 恶 人 的 心 理 ，
推 恶 恶 之 心 ， 思 与 乡 人 立 ，,推 想 他 厌 恶 恶 人 的 心 理 ， 想 象 他 与 乡 下 人 站 在 一 起 ，
推 恶 恶 之 心 ， 思 与 乡 人 立 ， 其 冠 不 正 ，,推 想 他 厌 恶 恶 人 的 心 理 ， 想 象 他 与 乡 下 人 站 在 一 起 ， 那 人 衣 冠 不 整 ，
思 与 乡 人 立 ，,想 象 他 与 乡 下 人 站 在 一 起 ，
思 与 乡 人 立 ， 其 冠 不 正 ，,想 象 他 与 乡 下 人 站 在 一 起 ， 那 人 衣 冠 不 整 ，
思 与 乡 人 立 ， 其 冠 不 正 ， 望 望 然 去 之 ，,想 象 他 与 乡 下 人 站 在 一 起 ， 那 人 衣 冠 不 整 ， 他 就 会 愤 愤 然 离 开 ，
其 冠 不 正 ，,那 人 衣 冠 不 整 ，
其 冠 不 正 ， 望 望 然 去 之 ，,那 人 衣 冠 不 整 ， 他 就 会 愤 愤 然 离 开 ，
其 冠 不 正 ， 望 望 然 去 之 ， 若 将 浼 焉 。,那 人 衣 冠 不 整 ， 他 就 会 愤 愤 然 离 开 ， 好 象 他 将 会 被 沾 染 上 一 样 。
望 望 然 去 之 ，,他 就 会 愤 愤 然 离 开 ，
望 望 然 去 之 ， 若 将 浼 焉 。,他 就 会 愤 愤 然 离 开 ， 好 象 他 将 会 被 沾 染 上 一 样 。
若 将 浼 焉 。,好 象 他 将 会 被 沾 染 上 一 样 。
是 故 诸 侯 虽 有 善 其 辞 命 而 至 者 ，,诸 侯 中 虽 然 有 人 用 动 听 的 言 辞 来 聘 请 他 ，
是 故 诸 侯 虽 有 善 其 辞 命 而 至 者 ， 不 受 也 。,诸 侯 中 虽 然 有 人 用 动 听 的 言 辞 来 聘 请 他 ， 他 却 不 接 受 。
不 受 也 。,他 却 不 接 受 。
不 受 也 者 ，,不 接 受 的 原 因 ，
不 受 也 者 ， 是 亦 不 屑 就 已 。,不 接 受 的 原 因 ， 是 因 为 他 瞧 不 起 那 些 人 。
是 亦 不 屑 就 已 。,是 因 为 他 瞧 不 起 那 些 人 。
柳 下 惠 ，,柳 下 惠 ，
柳 下 惠 ， 不 卑 小 官 。,柳 下 惠 ， 不 会 因 官 职 小 而 觉 得 卑 贱 ；
不 卑 小 官 。,不 会 因 官 职 小 而 觉 得 卑 贱 ；
进 不 隐 贤 ，,他 进 职 不 隐 藏 自 己 的 才 干 ，
进 不 隐 贤 ， 必 以 其 道 。,他 进 职 不 隐 藏 自 己 的 才 干 ， 必 定 要 按 自 己 的 主 张 行 事 ；
必 以 其 道 。,必 定 要 按 自 己 的 主 张 行 事 ；
遗 佚 而 不 怨 ，,被 冷 落 遗 忘 而 隐 逸 也 不 怨 恨 ，
遗 佚 而 不 怨 ， 阨 穷 而 不 悯 。,被 冷 落 遗 忘 而 隐 逸 也 不 怨 恨 ， 处 于 困 窘 之 境 也 不 发 愁 。
阨 穷 而 不 悯 。,处 于 困 窘 之 境 也 不 发 愁 。
故 曰 ：,所 以 他 说 ：
故 曰 ： 尔 为 尔 ，,所 以 他 说 ： 你 是 你 ，
故 曰 ： 尔 为 尔 ， 我 为 我 ，,所 以 他 说 ： 你 是 你 ， 我 是 我 ，
尔 为 尔 ，,你 是 你 ，
尔 为 尔 ， 我 为 我 ，,你 是 你 ， 我 是 我 ，
尔 为 尔 ， 我 为 我 ， 虽 袒 裼 裸 裎 于 我 侧 ，,你 是 你 ， 我 是 我 ， 即 使 有 美 女 一 丝 不 挂 赤 裸 裸 站 在 我 身 边 ，
我 为 我 ，,我 是 我 ，
我 为 我 ， 虽 袒 裼 裸 裎 于 我 侧 ，,我 是 我 ， 即 使 有 美 女 一 丝 不 挂 赤 裸 裸 站 在 我 身 边 ，
我 为 我 ， 虽 袒 裼 裸 裎 于 我 侧 ， 尔 焉 能 浼 我 哉 ？,我 是 我 ， 即 使 有 美 女 一 丝 不 挂 赤 裸 裸 站 在 我 身 边 ， 又 怎 么 能 迷 惑 沾 染 我 呢 ？
虽 袒 裼 裸 裎 于 我 侧 ，,即 使 有 美 女 一 丝 不 挂 赤 裸 裸 站 在 我 身 边 ，
虽 袒 裼 裸 裎 于 我 侧 ， 尔 焉 能 浼 我 哉 ？,即 使 有 美 女 一 丝 不 挂 赤 裸 裸 站 在 我 身 边 ， 又 怎 么 能 迷 惑 沾 染 我 呢 ？
尔 焉 能 浼 我 哉 ？,又 怎 么 能 迷 惑 沾 染 我 呢 ？
援 而 止 之 而 止 。,即 使 拉 着 他 让 他 留 下 他 也 留 下 。
援 而 止 之 而 止 者 ，,拉 着 他 让 他 留 下 他 也 留 下 的 原 因 ，
援 而 止 之 而 止 者 ， 是 亦 不 屑 去 已 。,拉 着 他 让 他 留 下 他 也 留 下 的 原 因 ， 是 因 为 他 瞧 不 起 那 些 人 。
是 亦 不 屑 去 已 。,是 因 为 他 瞧 不 起 那 些 人 。
孟 子 曰 ：,孟 子 又 说 ：
孟 子 曰 ： 伯 夷 隘 ，,孟 子 又 说 ： 伯 夷 这 个 人 狭 隘 ，
孟 子 曰 ： 伯 夷 隘 ， 柳 下 惠 不 恭 。,孟 子 又 说 ： 伯 夷 这 个 人 狭 隘 ， 柳 下 惠 有 失 庄 严 。
伯 夷 隘 ，,伯 夷 这 个 人 狭 隘 ，
伯 夷 隘 ， 柳 下 惠 不 恭 。,伯 夷 这 个 人 狭 隘 ， 柳 下 惠 有 失 庄 严 。
柳 下 惠 不 恭 。,柳 下 惠 有 失 庄 严 。
隘 与 不 恭 ，,狭 隘 和 有 失 庄 严 ，
隘 与 不 恭 ， 君 子 不 由 也 。,狭 隘 和 有 失 庄 严 ， 都 是 君 子 不 该 遵 从 和 仿 效 的 。
君 子 不 由 也 。,都 是 君 子 不 该 遵 从 和 仿 效 的 。
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 天 时 不 如 地 利 ，,孟 子 说 ： 有 利 的 时 机 和 气 候 不 如 有 利 的 地 势 ，
孟 子 曰 ： 天 时 不 如 地 利 ， 地 利 不 如 人 和 。,孟 子 说 ： 有 利 的 时 机 和 气 候 不 如 有 利 的 地 势 ， 有 利 的 地 势 不 如 人 的 齐 心 协 力 。
天 时 不 如 地 利 ，,有 利 的 时 机 和 气 候 不 如 有 利 的 地 势 ，
天 时 不 如 地 利 ， 地 利 不 如 人 和 。,有 利 的 时 机 和 气 候 不 如 有 利 的 地 势 ， 有 利 的 地 势 不 如 人 的 齐 心 协 力 。
地 利 不 如 人 和 。,有 利 的 地 势 不 如 人 的 齐 心 协 力 。
三 里 之 城 ，,一 个 三 里 内 城 墙 、
三 里 之 城 ， 七 里 之 郭 ，,一 个 三 里 内 城 墙 、 七 里 外 城 墙 的 小 城 ，
三 里 之 城 ， 七 里 之 郭 ， 环 而 攻 之 而 不 胜 。,一 个 三 里 内 城 墙 、 七 里 外 城 墙 的 小 城 ， 四 面 围 攻 都 不 能 够 攻 破 。
七 里 之 郭 ，,七 里 外 城 墙 的 小 城 ，
七 里 之 郭 ， 环 而 攻 之 而 不 胜 。,七 里 外 城 墙 的 小 城 ， 四 面 围 攻 都 不 能 够 攻 破 。
环 而 攻 之 而 不 胜 。,四 面 围 攻 都 不 能 够 攻 破 。
夫 环 而 攻 之 ，,既 然 四 面 围 攻 ，
夫 环 而 攻 之 ， 必 有 得 天 时 者 矣 ；,既 然 四 面 围 攻 ， 总 有 遇 到 好 时 机 或 好 天 气 的 时 候 ，
必 有 得 天 时 者 矣 ；,总 有 遇 到 好 时 机 或 好 天 气 的 时 候 ，
然 而 不 胜 者 ，,但 还 是 攻 不 破 ，
然 而 不 胜 者 ， 城 非 不 高 也 ，,但 还 是 攻 不 破 ， 城 墙 不 是 不 高 ，
然 而 不 胜 者 ， 城 非 不 高 也 ， 池 非 不 深 也 ，,但 还 是 攻 不 破 ， 城 墙 不 是 不 高 ， 护 城 河 不 是 不 深 ，
城 非 不 高 也 ，,城 墙 不 是 不 高 ，
城 非 不 高 也 ， 池 非 不 深 也 ，,城 墙 不 是 不 高 ， 护 城 河 不 是 不 深 ，
城 非 不 高 也 ， 池 非 不 深 也 ， 兵 革 非 不 坚 利 也 ，,城 墙 不 是 不 高 ， 护 城 河 不 是 不 深 ， 兵 器 和 甲 胄 不 是 极 利 和 坚 固 ，
池 非 不 深 也 ，,护 城 河 不 是 不 深 ，
池 非 不 深 也 ， 兵 革 非 不 坚 利 也 ，,护 城 河 不 是 不 深 ， 兵 器 和 甲 胄 不 是 极 利 和 坚 固 ，
池 非 不 深 也 ， 兵 革 非 不 坚 利 也 ， 米 粟 非 不 多 也 ；,护 城 河 不 是 不 深 ， 兵 器 和 甲 胄 不 是 极 利 和 坚 固 ， 粮 草 也 不 是 不 充 足 ，
兵 革 非 不 坚 利 也 ，,兵 器 和 甲 胄 不 是 极 利 和 坚 固 ，
兵 革 非 不 坚 利 也 ， 米 粟 非 不 多 也 ；,兵 器 和 甲 胄 不 是 极 利 和 坚 固 ， 粮 草 也 不 是 不 充 足 ，
米 粟 非 不 多 也 ；,粮 草 也 不 是 不 充 足 ，
委 而 去 之 ，,但 还 是 弃 城 而 逃 了 ，
委 而 去 之 ， 是 地 利 不 如 人 和 也 。,但 还 是 弃 城 而 逃 了 ， 这 就 说 明 有 利 的 地 势 不 如 人 的 齐 心 协 力 。
是 地 利 不 如 人 和 也 。,这 就 说 明 有 利 的 地 势 不 如 人 的 齐 心 协 力 。
故 曰 ：,所 以 说 ：
故 曰 ： 固 国 不 以 山 溪 之 险 ，,所 以 说 ： 国 家 不 是 靠 山 川 险 阻 就 可 以 保 住 的 ，
故 曰 ： 固 国 不 以 山 溪 之 险 ， 得 道 者 多 助 ，,所 以 说 ： 国 家 不 是 靠 山 川 险 阻 就 可 以 保 住 的 ， 拥 有 道 义 的 人 得 到 的 帮 助 就 多 ，
固 国 不 以 山 溪 之 险 ，,国 家 不 是 靠 山 川 险 阻 就 可 以 保 住 的 ，
固 国 不 以 山 溪 之 险 ， 得 道 者 多 助 ，,国 家 不 是 靠 山 川 险 阻 就 可 以 保 住 的 ， 拥 有 道 义 的 人 得 到 的 帮 助 就 多 ，
固 国 不 以 山 溪 之 险 ， 得 道 者 多 助 ， 失 道 者 寡 助 。,国 家 不 是 靠 山 川 险 阻 就 可 以 保 住 的 ， 拥 有 道 义 的 人 得 到 的 帮 助 就 多 ， 失 去 道 义 的 人 得 到 的 帮 助 就 少 。
得 道 者 多 助 ，,拥 有 道 义 的 人 得 到 的 帮 助 就 多 ，
得 道 者 多 助 ， 失 道 者 寡 助 。,拥 有 道 义 的 人 得 到 的 帮 助 就 多 ， 失 去 道 义 的 人 得 到 的 帮 助 就 少 。
失 道 者 寡 助 。,失 去 道 义 的 人 得 到 的 帮 助 就 少 。
寡 助 之 至 ，,帮 助 的 人 少 到 极 点 时 ，
寡 助 之 至 ， 亲 戚 畔 之 ；,帮 助 的 人 少 到 极 点 时 ， 连 亲 戚 也 会 叛 离 ；
亲 戚 畔 之 ；,连 亲 戚 也 会 叛 离 ；
多 助 之 至 ，,帮 助 的 人 多 到 极 点 时 ，
多 助 之 至 ， 天 下 顺 之 。,帮 助 的 人 多 到 极 点 时 ， 全 人 下 的 人 都 会 顺 从 。
天 下 顺 之 。,全 人 下 的 人 都 会 顺 从 。
故 君 子 有 不 战 ，,必 然 是 不 战 则 已 ，
故 君 子 有 不 战 ， 战 必 胜 矣 。,必 然 是 不 战 则 已 ， 战 无 不 胜 的 了 。
战 必 胜 矣 。,战 无 不 胜 的 了 。
孟 子 将 朝 王 ，,孟 子 准 备 去 朝 见 齐 王 ，
孟 子 将 朝 王 ， 王 使 人 来 曰 ：,孟 子 准 备 去 朝 见 齐 王 ， 恰 巧 齐 王 派 了 个 人 来 转 达 说 ：
孟 子 将 朝 王 ， 王 使 人 来 曰 ： 寡 人 如 就 见 者 也 ，,孟 子 准 备 去 朝 见 齐 王 ， 恰 巧 齐 王 派 了 个 人 来 转 达 说 ： 我 本 应 该 来 看 您 ，
王 使 人 来 曰 ：,恰 巧 齐 王 派 了 个 人 来 转 达 说 ：
王 使 人 来 曰 ： 寡 人 如 就 见 者 也 ，,恰 巧 齐 王 派 了 个 人 来 转 达 说 ： 我 本 应 该 来 看 您 ，
王 使 人 来 曰 ： 寡 人 如 就 见 者 也 ， 有 寒 疾 ，,恰 巧 齐 王 派 了 个 人 来 转 达 说 ： 我 本 应 该 来 看 您 ， 但 是 感 冒 了 ，
寡 人 如 就 见 者 也 ，,我 本 应 该 来 看 您 ，
寡 人 如 就 见 者 也 ， 有 寒 疾 ，,我 本 应 该 来 看 您 ， 但 是 感 冒 了 ，
寡 人 如 就 见 者 也 ， 有 寒 疾 ， 不 可 以 风 。,我 本 应 该 来 看 您 ， 但 是 感 冒 了 ， 吹 不 得 风 。
有 寒 疾 ，,但 是 感 冒 了 ，
有 寒 疾 ， 不 可 以 风 。,但 是 感 冒 了 ， 吹 不 得 风 。
不 可 以 风 。,吹 不 得 风 。
朝 ，,明 早 我 将 上 朝 处 理 政 务 ，
朝 ， 不 识 可 使 寡 人 得 见 乎 ？,明 早 我 将 上 朝 处 理 政 务 ， 让 我 见 到 您 ？
不 识 可 使 寡 人 得 见 乎 ？,让 我 见 到 您 ？
对 曰 ：,孟 子 回 答 说 ：
对 曰 ： 不 幸 而 有 疾 ，,孟 子 回 答 说 ： 不 幸 得 很 ， 我 也 有 病 ，
对 曰 ： 不 幸 而 有 疾 ， 不 能 造 朝 。,孟 子 回 答 说 ： 不 幸 得 很 ， 我 也 有 病 ， 不 能 上 朝 廷 去 。
不 幸 而 有 疾 ，,不 幸 得 很 ， 我 也 有 病 ，
不 幸 而 有 疾 ， 不 能 造 朝 。,不 幸 得 很 ， 我 也 有 病 ， 不 能 上 朝 廷 去 。
不 能 造 朝 。,不 能 上 朝 廷 去 。
明 日 ，,第 二 天 ，
明 日 ， 出 吊 于 东 郭 氏 。,第 二 天 ， 孟 子 要 到 东 郭 大 夫 家 里 去 吊 丧 。
出 吊 于 东 郭 氏 。,孟 子 要 到 东 郭 大 夫 家 里 去 吊 丧 。
公 孙 丑 曰 ：,公 孙 丑 说 ：
公 孙 丑 曰 ： 或 者 不 可 乎 ？,公 孙 丑 说 ： 这 或 许 不 太 好 吧 ？
或 者 不 可 乎 ？,这 或 许 不 太 好 吧 ？
曰 ：,孟 子 说 ：
曰 ： 昔 者 疾 ，,孟 子 说 ： 昨 天 生 病 ，
曰 ： 昔 者 疾 ， 今 日 愈 ，,孟 子 说 ： 昨 天 生 病 ， 今 天 好 了 ，
昔 者 疾 ，,昨 天 生 病 ，
昔 者 疾 ， 今 日 愈 ，,昨 天 生 病 ， 今 天 好 了 ，
昔 者 疾 ， 今 日 愈 ， 如 之 何 不 吊 ？,昨 天 生 病 ， 今 天 好 了 ， 为 什 么 不 可 以 去 吊 丧 呢 ？
今 日 愈 ，,今 天 好 了 ，
今 日 愈 ， 如 之 何 不 吊 ？,今 天 好 了 ， 为 什 么 不 可 以 去 吊 丧 呢 ？
如 之 何 不 吊 ？,为 什 么 不 可 以 去 吊 丧 呢 ？
